Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ben Simmons,34:38,7,10,.700,0,0,,2,2,1.000,3,9,12,8,3,0,6,4,16,+14
Tobias Harris,31:46,10,16,.625,0,1,.000,1,1,1.000,4,8,12,6,2,1,2,2,21,+6
Joel Embiid,31:04,10,21,.476,1,7,.143,12,14,.857,2,7,9,3,3,0,5,2,33,+17
Seth Curry,26:41,4,11,.364,2,3,.667,1,1,1.000,1,1,2,4,1,1,0,0,11,-6
Danny Green,26:10,4,8,.500,3,7,.429,0,0,,0,3,3,0,0,0,1,0,11,+14
Shake Milton,26:57,6,13,.462,1,3,.333,2,2,1.000,2,2,4,3,0,0,0,0,15,+2
Furkan Korkmaz,22:58,5,11,.455,3,6,.500,0,0,,1,2,3,1,0,0,0,2,13,+16
Matisse Thybulle,22:13,1,2,.500,0,0,,0,2,.000,0,3,3,2,3,2,0,3,2,+11
Dwight Howard,13:29,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,1,2,-3
Tyrese Maxey,2:43,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+6
Isaiah Joe,1:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
