Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,1,240,51,87,.586,19,36,.528,19,21,.905,9,34,43,24,8,2,16,23,140
SAC,0,240,42,85,.494,12,35,.343,25,33,.758,8,26,34,25,12,0,16,22,121
