Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,1,240,43,91,.473,13,37,.351,10,13,.769,15,30,45,23,9,4,10,11,109
LAC,0,240,41,80,.513,12,31,.387,7,9,.778,5,31,36,24,8,0,14,16,101
