Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,40:15,14,27,.519,1,6,.167,2,2,1.000,4,2,6,5,1,0,0,5,31,+12
Mikal Bridges,39:59,9,15,.600,4,6,.667,0,0,,3,2,5,4,3,3,0,2,22,+16
Deandre Ayton,36:24,7,10,.700,0,0,,1,1,1.000,3,5,8,1,1,5,3,3,15,+15
Chris Paul,35:31,8,16,.500,2,3,.667,5,5,1.000,0,6,6,16,4,2,0,4,23,+20
Torrey Craig,21:49,4,10,.400,1,3,.333,0,0,,1,4,5,0,0,1,1,4,9,+5
Cameron Johnson,30:24,2,9,.222,1,6,.167,2,2,1.000,0,5,5,2,1,0,0,1,7,+8
Cameron Payne,17:29,3,5,.600,0,2,.000,0,0,,0,2,2,5,0,0,1,1,6,-4
Frank Kaminsky,16:25,5,9,.556,0,2,.000,1,1,1.000,0,6,6,1,0,0,0,1,11,+3
Jevon Carter,12:45,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,+4
Dario Šarić,12:03,2,3,.667,2,2,1.000,1,2,.500,1,4,5,0,0,0,1,3,7,-1
Ty-Shon Alexander,0:58,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+1
Jalen Smith,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1
