Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dorian Finney-Smith,40:29,8,12,.667,6,9,.667,0,0,,1,4,5,2,1,0,3,2,22,+4
Luka Dončić,39:13,12,23,.522,1,6,.167,6,11,.545,2,10,12,20,0,0,1,4,31,+6
Maxi Kleber,27:07,5,9,.556,5,9,.556,2,2,1.000,0,1,1,1,0,1,1,2,17,-6
Josh Richardson,23:18,3,11,.273,1,5,.200,1,1,1.000,0,0,0,2,2,1,4,0,8,-6
Dwight Powell,18:52,3,5,.600,0,0,,5,6,.833,1,2,3,0,0,0,0,3,11,+1
Willie Cauley-Stein,26:46,3,5,.600,0,1,.000,0,0,,3,9,12,0,2,2,1,4,6,-3
Tim Hardaway,26:41,7,12,.583,2,5,.400,0,0,,0,3,3,4,1,0,1,5,16,+7
Jalen Brunson,15:16,2,5,.400,0,0,,0,0,,0,0,0,2,0,0,0,3,4,-9
Trey Burke,11:51,3,4,.750,1,2,.500,0,0,,0,0,0,0,0,0,0,0,7,+9
Nicolò Melli,10:27,1,1,1.000,1,1,1.000,0,2,.000,0,0,0,0,0,0,0,2,3,+2
