Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DAL,1,240,47,87,.540,17,38,.447,14,22,.636,7,29,36,31,6,4,11,25,125
WAS,0,240,47,91,.516,6,19,.316,24,31,.774,14,32,46,19,5,3,10,23,124
