Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Fred VanVleet,38:08,6,23,.261,5,11,.455,8,8,1.000,1,3,4,4,3,0,2,3,25,+4
Kyle Lowry,33:07,6,9,.667,4,5,.800,4,4,1.000,3,8,11,10,1,1,2,5,20,+22
Norman Powell,32:48,10,15,.667,4,8,.500,6,6,1.000,1,2,3,1,1,1,3,1,30,+15
OG Anunoby,27:53,5,8,.625,1,3,.333,0,0,,0,3,3,5,0,1,3,4,11,+12
Chris Boucher,27:42,2,8,.250,0,4,.000,3,4,.750,3,5,8,2,0,3,0,3,7,+3
DeAndre' Bembry,23:28,4,6,.667,0,1,.000,5,5,1.000,0,4,4,2,1,0,2,2,13,-3
Yuta Watanabe,17:18,2,6,.333,0,3,.000,0,0,,0,4,4,1,0,0,0,0,4,-5
Terence Davis,16:55,1,5,.200,1,4,.250,0,0,,0,3,3,2,0,1,0,0,3,+2
Aron Baynes,15:18,4,8,.500,1,1,1.000,0,0,,2,4,6,0,0,1,0,1,9,+5
Patrick McCaw,4:14,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,1,0,+2
Stanley Johnson,2:38,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,+1
Matt Thomas,0:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
