Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Will Barton,32:12,5,13,.385,1,4,.250,1,3,.333,1,5,6,3,1,0,2,1,12,+18
Jamal Murray,30:56,7,11,.636,1,4,.250,2,3,.667,0,2,2,4,1,1,4,1,17,+23
Nikola Jokić,28:13,7,12,.583,1,2,.500,1,2,.500,3,7,10,8,1,2,0,0,16,+20
Michael Porter,26:42,6,12,.500,2,5,.400,1,1,1.000,5,5,10,3,0,0,0,0,15,+18
Aaron Gordon,20:41,6,9,.667,1,4,.250,0,0,,0,2,2,1,1,0,0,1,13,+17
Facundo Campazzo,27:53,2,2,1.000,2,2,1.000,0,0,,1,0,1,5,1,0,2,2,6,+7
Paul Millsap,20:02,4,8,.500,0,2,.000,1,1,1.000,2,3,5,3,1,0,1,2,9,+6
PJ Dozier,19:02,1,5,.200,0,2,.000,0,0,,0,2,2,3,0,0,0,4,2,+3
JaMychal Green,13:53,7,12,.583,3,5,.600,3,4,.750,3,4,7,1,1,0,0,0,20,+7
Zeke Nnaji,6:03,1,1,1.000,1,1,1.000,2,2,1.000,0,2,2,0,0,0,0,1,5,+2
Bol Bol,4:59,3,3,1.000,2,2,1.000,0,0,,0,1,1,0,0,0,0,1,8,0
Vlatko Čančar,4:59,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,3,0
Markus Howard,4:25,0,3,.000,0,2,.000,0,0,,0,0,0,1,0,0,1,1,0,-1
