Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,25:57,10,12,.833,5,6,.833,12,14,.857,2,4,6,7,0,0,4,1,37,+30
De'Andre Hunter,25:54,5,6,.833,1,1,1.000,0,0,,0,3,3,1,0,0,2,3,11,+40
Danilo Gallinari,24:26,4,6,.667,1,2,.500,4,4,1.000,0,4,4,3,0,0,3,2,13,+31
Cam Reddish,23:46,6,11,.545,1,3,.333,2,2,1.000,1,5,6,0,2,0,1,3,15,+27
John Collins,18:03,6,10,.600,0,2,.000,2,2,1.000,0,4,4,2,0,2,0,4,14,+21
Solomon Hill,28:24,0,3,.000,0,3,.000,0,0,,0,3,3,0,0,1,3,2,0,-8
Kevin Huerter,27:03,4,10,.400,2,6,.333,1,2,.500,0,2,2,4,1,0,0,2,11,0
Bogdan Bogdanović,24:56,5,12,.417,3,8,.375,2,3,.667,0,7,7,2,1,0,2,2,15,0
Bruno Fernando,18:08,2,3,.667,0,0,,1,2,.500,3,4,7,1,2,0,3,3,5,-1
Brandon Goodwin,13:14,1,4,.250,1,3,.333,0,0,,0,1,1,4,0,0,1,4,3,-16
Skylar Mays,5:04,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-12
Nathan Knight,5:04,0,2,.000,0,0,,0,0,,2,1,3,0,0,0,2,2,0,-12
