Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Duncan Robinson,36:18,1.000,1.000,1.000,.000,0.0,9.7,5.8,11.3,0.0,0.0,25.0,15.7,139,119,4.3
Bam Adebayo,35:28,.706,.600,.067,.733,10.0,29.7,21.9,22.0,2.8,3.0,26.1,35.8,116,106,1.6
Goran Dragić,33:07,.656,.633,.333,.267,0.0,10.6,6.4,14.5,0.0,3.2,15.2,28.3,115,117,-4.0
Kelly Olynyk,24:59,.563,.563,.625,.000,0.0,14.1,8.5,16.3,0.0,8.5,20.0,19.0,101,113,-2.3
KZ Okpala,3:37,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,-15.5
Kendrick Nunn,34:02,.600,.600,.267,.000,5.2,13.8,10.4,13.3,3.0,3.1,11.8,23.7,114,110,0.7
Maurice Harkless,29:50,.750,.750,1.000,.000,0.0,7.8,4.7,11.7,3.4,3.6,0.0,3.2,177,110,5.2
Andre Iguodala,20:42,.515,.333,.667,.667,0.0,17.0,10.2,11.4,4.9,0.0,20.5,11.2,105,106,0.3
Precious Achiuwa,12:46,.680,.800,.000,.400,27.9,27.5,27.6,0.0,0.0,0.0,0.0,21.8,141,114,-6.1
Gabe Vincent,9:07,.500,.500,.667,.000,0.0,12.8,7.7,14.0,0.0,0.0,0.0,15.6,117,119,-3.0
