Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NOP,240,.595,.552,.279,.302,34.1,80.0,58.1,68.2,9.2,6.7,14.1,100.0,118.1,111.0
CLE,240,.589,.559,.471,.200,20.0,65.9,41.9,70.7,7.1,8.1,15.5,100.0,111.0,118.1
