Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Collin Sexton,38:46,12,25,.480,3,6,.500,2,3,.667,2,3,5,2,0,0,1,4,29,-8
Darius Garland,36:03,8,16,.500,2,4,.500,11,11,1.000,0,1,1,8,1,0,4,2,29,-2
Larry Nance,33:52,3,8,.375,0,2,.000,1,2,.500,2,2,4,1,3,1,0,3,7,-11
Jarrett Allen,32:12,6,8,.750,0,0,,3,4,.750,3,8,11,2,0,2,2,1,15,-10
Isaac Okoro,21:51,1,4,.250,1,1,1.000,1,4,.250,0,2,2,1,1,0,0,4,4,-12
Dean Wade,19:50,2,7,.286,0,3,.000,0,0,,3,4,7,0,0,1,0,0,4,-1
Cedi Osman,18:46,0,6,.000,0,5,.000,0,0,,1,3,4,1,1,0,1,0,0,-4
Lamar Stevens,17:16,4,9,.444,0,2,.000,7,8,.875,4,7,11,1,1,0,0,4,15,+8
Brodric Thomas,15:45,3,5,.600,1,3,.333,0,0,,0,0,0,3,1,0,0,2,7,+16
Dylan Windler,5:39,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,2,1,0,-6
