Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Lowry,37:13,6,15,.400,3,8,.375,9,9,1.000,2,6,8,9,1,0,4,4,24,+12
Fred VanVleet,36:36,3,12,.250,2,8,.250,0,0,,1,5,6,6,1,2,3,2,8,-15
OG Anunoby,36:07,7,11,.636,4,7,.571,2,2,1.000,2,4,6,2,5,1,1,3,20,+5
Pascal Siakam,34:47,8,23,.348,4,9,.444,0,0,,1,5,6,0,2,1,2,6,20,-14
Aron Baynes,22:16,1,8,.125,0,3,.000,0,0,,2,4,6,1,0,0,2,4,2,-13
Stanley Johnson,21:43,3,7,.429,1,3,.333,0,0,,2,6,8,0,2,1,1,3,7,-9
Alex Len,21:09,1,1,1.000,0,0,,0,2,.000,0,5,5,2,0,1,4,3,2,+3
Norman Powell,17:39,2,7,.286,2,4,.500,0,0,,0,1,1,1,1,1,2,1,6,-5
Matt Thomas,7:55,1,3,.333,1,2,.500,1,1,1.000,0,0,0,0,0,0,0,0,4,-2
Chris Boucher,4:35,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,+3
