Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Damian Lillard,31:19,10,17,.588,6,10,.600,6,7,.857,0,3,3,9,2,0,2,1,32,+14
CJ McCollum,31:17,3,14,.214,1,5,.200,3,4,.750,0,1,1,5,1,1,1,1,10,+22
Robert Covington,26:24,3,7,.429,3,7,.429,0,0,,1,4,5,1,1,1,0,4,9,+1
Jusuf Nurkić,20:36,6,10,.600,1,1,1.000,2,4,.500,3,8,11,3,0,4,1,3,15,+1
Derrick Jones,20:17,2,2,1.000,0,0,,1,2,.500,0,1,1,0,0,0,3,4,5,+2
Anfernee Simons,25:03,4,6,.667,2,2,1.000,0,0,,0,3,3,1,0,0,1,1,10,+26
Carmelo Anthony,21:42,5,8,.625,2,4,.500,4,4,1.000,0,5,5,3,1,1,1,3,16,+29
Enes Kanter,21:21,9,11,.818,0,0,,0,0,,5,8,13,0,0,1,0,1,18,+30
Nassir Little,14:06,3,3,1.000,1,1,1.000,1,1,1.000,1,1,2,0,0,0,0,0,8,+28
Harry Giles,6:01,3,5,.600,0,2,.000,0,1,.000,0,0,0,1,1,1,0,1,6,+5
Rondae Hollis-Jefferson,6:01,2,3,.667,0,0,,0,0,,0,3,3,1,0,0,0,0,4,+5
CJ Elleby,5:55,1,2,.500,0,0,,2,2,1.000,1,2,3,2,0,0,0,0,4,+5
T.J. Leaf,4:59,2,3,.667,0,0,,0,0,,0,2,2,0,1,0,0,1,4,+6
Keljin Blevins,4:59,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,0,0,+6
