Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Desmond Bane,27:52,6,7,.857,1,2,.500,2,2,1.000,2,5,7,1,3,1,2,4,15,+38
Ja Morant,26:12,2,8,.250,0,1,.000,2,2,1.000,0,1,1,7,3,0,2,3,6,+30
Kyle Anderson,22:30,4,14,.286,0,7,.000,5,6,.833,2,3,5,0,1,0,1,1,13,+17
Dillon Brooks,21:50,3,8,.375,1,2,.500,1,1,1.000,1,1,2,3,1,0,1,3,8,+21
Jonas Valančiūnas,12:37,3,6,.500,0,0,,0,0,,3,3,6,0,0,0,2,5,6,-1
De'Anthony Melton,22:25,5,8,.625,1,2,.500,3,3,1.000,0,3,3,5,4,0,2,4,14,+24
Justise Winslow,20:49,8,12,.667,1,3,.333,3,4,.750,0,3,3,2,0,2,3,1,20,+23
Brandon Clarke,20:34,7,9,.778,0,2,.000,2,4,.500,1,11,12,1,1,0,0,1,16,+28
Xavier Tillman,19:25,2,4,.500,0,1,.000,1,2,.500,1,3,4,2,0,0,2,5,5,+29
Tyus Jones,16:28,5,6,.833,3,3,1.000,0,0,,0,5,5,2,2,0,2,0,13,+4
John Konchar,12:00,1,3,.333,0,0,,0,0,,1,3,4,3,0,0,0,0,2,+14
Gorgui Dieng,8:39,3,7,.429,2,5,.400,4,4,1.000,0,3,3,1,0,0,0,1,12,+9
Killian Tillie,8:39,1,2,.500,1,2,.500,0,0,,0,1,1,0,1,0,1,3,3,+9
