Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,1,240,42,81,.519,15,36,.417,20,29,.690,10,35,45,30,8,2,17,22,119
MIA,0,240,39,80,.488,14,34,.412,19,26,.731,7,26,33,33,11,5,14,28,111
