Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Lowry,33:40,3,9,.333,1,6,.167,2,2,1.000,1,4,5,10,0,1,2,2,9,+15
OG Anunoby,32:16,9,15,.600,0,5,.000,2,2,1.000,1,4,5,2,1,1,0,1,20,+18
Fred VanVleet,31:35,3,10,.300,1,5,.200,1,2,.500,0,5,5,6,1,0,0,0,8,+14
Pascal Siakam,31:20,11,19,.579,2,5,.400,1,2,.500,0,5,5,4,0,1,3,5,25,+17
Khem Birch,29:06,7,9,.778,0,2,.000,0,0,,1,5,6,1,2,2,0,2,14,+7
Malachi Flynn,24:07,4,6,.667,2,4,.500,8,8,1.000,1,4,5,5,2,0,1,2,18,+6
Yuta Watanabe,19:52,4,4,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,1,2,9,+5
Freddie Gillespie,13:39,1,2,.500,0,0,,4,4,1.000,1,1,2,0,0,0,2,5,6,0
Stanley Johnson,10:36,1,2,.500,1,1,1.000,0,0,,0,2,2,1,1,0,1,0,3,+4
DeAndre' Bembry,7:10,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,2,0,0,-3
Rodney Hood,6:39,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-3
