Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAS,0,240,46,89,.517,4,22,.182,17,19,.895,7,37,44,20,8,7,13,12,113
SAC,1,240,41,84,.488,13,32,.406,9,15,.600,4,31,35,27,10,3,16,19,104
