Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Damian Lillard,29:40,5,16,.313,1,7,.143,6,6,1.000,0,4,4,6,1,0,0,0,17,+26
CJ McCollum,29:19,13,22,.591,6,11,.545,5,5,1.000,0,3,3,3,2,0,1,3,37,+26
Robert Covington,27:34,2,4,.500,2,4,.500,0,0,,0,8,8,4,1,0,0,1,6,+34
Jusuf Nurkić,23:14,4,8,.500,0,0,,2,2,1.000,2,6,8,5,3,1,2,2,10,+25
Derrick Jones,20:32,4,6,.667,1,2,.500,0,0,,0,2,2,0,1,1,1,2,9,+32
Gary Trent,30:31,4,9,.444,2,4,.500,0,0,,0,2,2,1,0,0,1,3,10,+2
Carmelo Anthony,21:50,4,12,.333,1,5,.200,4,6,.667,0,2,2,0,0,1,0,3,13,-4
Enes Kanter,19:08,4,9,.444,0,0,,3,4,.750,6,9,15,0,0,0,1,3,11,+3
Rodney Hood,14:57,0,5,.000,0,3,.000,0,0,,0,2,2,4,2,0,1,3,0,-6
Anfernee Simons,6:34,2,4,.500,2,3,.667,0,0,,0,0,0,1,0,0,0,0,6,-2
CJ Elleby,5:33,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,3,3,-2
Nassir Little,5:33,1,2,.500,1,1,1.000,0,0,,1,1,2,0,0,0,0,1,3,-2
Harry Giles,5:33,0,2,.000,0,0,,0,0,,0,2,2,2,0,2,0,3,0,-2
