Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luke Kennard,29:00,.318,.318,.545,.000,0.0,7.9,3.7,7.9,1.8,0.0,15.4,22.2,55,136,-12.7
Paul George,24:09,.454,.308,.462,.615,0.0,9.5,4.4,44.0,0.0,0.0,19.5,42.1,80,139,-5.5
Patrick Beverley,21:55,.347,.000,1.000,1.000,0.0,10.4,4.9,0.0,0.0,0.0,25.8,8.8,54,139,-16.4
Nicolas Batum,21:30,.500,.500,.250,.000,4.7,26.6,14.9,10.4,0.0,0.0,20.0,11.5,88,134,-8.8
Serge Ibaka,19:32,.547,.545,.364,.182,5.1,46.8,24.6,21.8,0.0,5.3,0.0,30.2,108,125,7.1
Terance Mann,23:51,.250,.250,.250,.000,0.0,14.4,6.7,18.3,0.0,0.0,11.1,18.7,52,138,-13.1
Reggie Jackson,20:54,.667,.667,.833,.000,0.0,16.4,7.7,12.0,0.0,0.0,25.0,19.0,92,137,-4.3
Amir Coffey,17:39,.085,.000,.400,.400,5.7,0.0,3.0,20.9,0.0,0.0,0.0,16.5,41,142,-15.1
Ivica Zubac,16:28,.868,.750,.000,1.000,6.1,6.9,6.5,0.0,0.0,0.0,0.0,17.3,180,140,4.8
Mfiondu Kabengele,15:11,.644,.500,1.000,.667,0.0,15.1,7.0,0.0,3.5,0.0,0.0,12.7,130,130,-0.1
Daniel Oturu,12:00,.500,.500,.250,.000,0.0,19.0,8.9,0.0,0.0,8.7,20.0,20.7,73,131,-9.8
Lou Williams,9:00,.000,.000,.000,.000,11.1,0.0,5.9,20.5,0.0,0.0,0.0,22.0,25,142,-19.1
Patrick Patterson,8:51,.000,.000,1.000,.000,0.0,12.9,6.0,0.0,0.0,0.0,0.0,5.6,0,138,-13.3
