Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Ja Morant,45:26,13,24,.542,2,5,.400,8,11,.727,2,6,8,12,3,1,4,1,36,+9
Grayson Allen,43:13,8,20,.400,3,10,.300,5,5,1.000,0,3,3,1,3,0,3,2,24,0
Xavier Tillman,41:10,7,12,.583,2,3,.667,2,4,.500,4,10,14,1,2,1,1,4,18,-3
Kyle Anderson,38:39,4,10,.400,1,5,.200,2,2,1.000,1,5,6,6,1,0,0,3,11,0
Desmond Bane,15:40,1,4,.250,1,3,.333,0,0,,1,1,2,1,0,0,0,4,3,-21
De'Anthony Melton,40:44,9,17,.529,6,10,.600,1,2,.500,2,6,8,6,5,0,2,5,25,+11
Brandon Clarke,23:06,2,4,.500,0,0,,0,0,,0,4,4,4,1,1,0,2,4,-5
Justise Winslow,17:51,3,6,.500,0,0,,0,0,,0,1,1,1,0,0,2,0,6,+1
John Konchar,16:35,4,7,.571,2,3,.667,0,0,,0,1,1,0,0,0,0,3,10,+6
Tyus Jones,7:36,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,2,0,0,-8
