Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jalen Brunson,35:35,9,15,.600,2,4,.500,6,10,.600,0,4,4,3,1,0,1,2,26,-1
Dorian Finney-Smith,35:15,2,7,.286,2,6,.333,0,0,,1,7,8,1,0,2,0,3,6,-10
Josh Richardson,35:11,10,15,.667,3,5,.600,4,6,.667,0,1,1,6,1,2,2,2,27,-17
Maxi Kleber,28:09,4,8,.500,4,6,.667,2,2,1.000,1,3,4,3,2,0,1,2,14,-5
Willie Cauley-Stein,20:09,0,2,.000,0,1,.000,0,0,,0,4,4,2,0,2,0,1,0,-3
Tim Hardaway,32:49,7,18,.389,4,8,.500,6,9,.667,1,5,6,1,0,0,1,3,24,-5
Trey Burke,18:50,1,6,.167,0,2,.000,0,0,,0,0,0,3,0,0,0,2,2,+6
James Johnson,14:35,1,4,.250,0,2,.000,2,2,1.000,0,0,0,1,0,1,0,3,4,-3
Dwight Powell,11:54,0,2,.000,0,0,,1,2,.500,1,3,4,0,0,1,1,3,1,-4
Boban Marjanović,5:14,1,3,.333,0,0,,2,2,1.000,2,3,5,0,0,1,0,0,4,-1
Josh Green,2:19,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+3
