Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DEN,240,.708,.690,.440,.190,3.3,85.4,50.7,72.0,7.8,19.0,13.3,100.0,125.9,113.2
HOU,240,.615,.591,.488,.341,14.6,96.7,49.3,65.9,9.8,2.1,13.7,100.0,113.2,125.9
