Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Devin Booker,43:45,13,31,.419,0,6,.000,9,10,.900,0,4,4,3,1,0,6,2,35,0
Chris Paul,42:57,12,24,.500,3,7,.429,2,2,1.000,0,4,4,9,1,0,5,1,29,+17
Deandre Ayton,41:20,9,16,.563,0,1,.000,0,0,,7,5,12,1,2,3,2,4,18,+15
Jae Crowder,37:42,2,9,.222,2,9,.222,0,0,,2,10,12,2,0,0,0,3,6,+7
Mikal Bridges,20:00,0,1,.000,0,0,,0,0,,0,3,3,0,1,0,1,5,0,+2
Cameron Johnson,36:54,3,6,.500,3,5,.600,2,2,1.000,1,7,8,2,1,1,0,2,11,+5
Torrey Craig,11:44,2,3,.667,2,3,.667,1,2,.500,0,5,5,1,0,1,0,1,7,-10
Dario Šarić,11:20,2,3,.667,0,0,,2,4,.500,4,4,8,1,0,0,0,2,6,-7
Cameron Payne,10:03,2,6,.333,1,1,1.000,0,0,,1,2,3,0,1,0,0,1,5,-13
Jevon Carter,9:15,0,2,.000,0,2,.000,0,0,,1,1,2,1,0,0,0,0,0,+4
