Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Devin Booker,43:45,.494,.419,.194,.323,0.0,9.3,4.6,12.4,1.1,0.0,14.5,40.5,94,106,-2.8
Chris Paul,42:57,.583,.563,.292,.083,0.0,9.5,4.7,36.8,1.1,0.0,16.7,29.8,112,106,5.5
Deandre Ayton,41:20,.563,.563,.063,.000,16.6,12.3,14.5,3.8,2.3,6.5,11.1,18.6,118,97,3.8
Jae Crowder,37:42,.333,.333,1.000,.000,5.2,27.0,15.9,6.7,0.0,0.0,0.0,10.2,98,105,-1.9
Mikal Bridges,20:00,.000,.000,.000,.000,0.0,15.3,7.5,0.0,2.4,0.0,50.0,4.3,0,101,-9.6
Cameron Johnson,36:54,.799,.750,.833,.333,2.7,19.3,10.8,7.1,1.3,2.4,0.0,8.0,178,102,8.5
Torrey Craig,11:44,.902,1.000,1.000,.667,0.0,43.4,21.3,12.6,0.0,7.7,0.0,14.2,185,96,20.6
Dario Šarić,11:20,.630,.667,.000,1.333,34.6,36.0,35.3,13.1,0.0,0.0,0.0,18.0,156,103,10.6
Cameron Payne,10:03,.417,.417,.167,.000,9.8,20.3,14.9,0.0,4.8,0.0,0.0,25.6,101,96,4.0
Jevon Carter,9:15,.000,.000,1.000,.000,10.6,11.0,10.8,12.7,0.0,0.0,0.0,9.3,61,108,-5.4
