Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,0,240,37,94,.394,12,35,.343,15,18,.833,15,39,54,21,7,5,16,18,101
TOR,1,240,44,94,.468,7,33,.212,8,11,.727,6,39,45,22,11,9,13,20,103
