Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
HOU,0,240,39,91,.429,16,47,.340,17,20,.850,7,30,37,23,4,5,11,24,111
TOR,1,240,40,89,.449,16,41,.390,26,27,.963,11,37,48,29,6,8,12,20,122
