Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Danny Green,33:03,3,9,.333,3,7,.429,0,0,,1,5,6,4,0,1,0,1,9,+21
Matisse Thybulle,28:28,5,5,1.000,3,3,1.000,0,0,,3,1,4,1,5,0,1,2,13,+14
Seth Curry,25:24,5,15,.333,1,6,.167,1,1,1.000,0,2,2,7,2,0,1,1,12,+10
Tobias Harris,25:09,8,15,.533,1,3,.333,7,8,.875,0,3,3,4,0,0,1,0,24,+12
Tony Bradley,21:34,7,7,1.000,0,0,,0,0,,3,2,5,0,0,3,0,2,14,+9
Furkan Korkmaz,24:23,7,14,.500,1,6,.167,1,2,.500,1,0,1,4,3,0,2,1,16,+11
Dwight Howard,24:16,8,12,.667,0,1,.000,2,4,.500,3,9,12,0,1,2,2,5,18,+9
Shake Milton,24:09,5,15,.333,0,2,.000,0,0,,1,7,8,3,0,1,2,2,10,+10
Mike Scott,22:51,2,4,.500,1,3,.333,0,0,,0,2,2,1,0,0,1,1,5,+10
Tyrese Maxey,4:32,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,4,0
Vincent Poirier,3:11,1,2,.500,0,0,,0,0,,1,1,2,1,0,0,0,1,2,+2
Terrance Ferguson,3:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+2
