Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Kuzma,31:09,9,19,.474,3,10,.300,4,4,1.000,0,5,5,4,2,1,1,3,25,+2
Kentavious Caldwell-Pope,29:20,2,6,.333,0,1,.000,2,2,1.000,0,2,2,2,0,1,0,0,6,-29
Alex Caruso,28:35,3,8,.375,1,3,.333,1,1,1.000,0,0,0,7,2,0,3,4,8,-25
Andre Drummond,22:26,3,5,.600,0,0,,3,6,.500,2,4,6,0,1,1,1,5,9,-7
Anthony Davis,9:10,2,9,.222,0,1,.000,0,0,,0,1,1,0,0,0,1,1,4,-10
Wesley Matthews,26:49,2,7,.286,1,5,.200,1,2,.500,1,2,3,0,0,1,0,2,6,-7
Ben McLemore,24:36,3,9,.333,3,9,.333,0,0,,0,3,3,2,1,2,1,1,9,-13
Markieff Morris,20:33,1,5,.200,1,3,.333,0,2,.000,0,3,3,1,2,0,1,2,3,-6
Montrezl Harrell,19:38,4,9,.444,0,0,,6,10,.600,3,3,6,4,0,0,0,1,14,-6
Alfonzo McKinnie,15:03,4,9,.444,1,4,.250,0,0,,3,0,3,0,0,0,1,3,9,0
Marc Gasol,5:55,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-11
Devontae Cacok,4:05,0,1,.000,0,0,,1,2,.500,2,0,2,0,0,0,0,0,1,-2
Kostas Antetokounmpo,2:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-6
