Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,0,240,33,87,.379,10,36,.278,18,29,.621,11,23,34,21,8,6,10,23,94
LAC,1,240,41,77,.532,13,31,.419,23,26,.885,9,39,48,23,4,5,22,25,118
