Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bam Adebayo,27:41,5,10,.500,0,0,,11,11,1.000,1,3,4,3,1,2,0,2,21,+29
Duncan Robinson,26:22,2,9,.222,2,9,.222,0,0,,0,1,1,2,0,0,2,3,6,+22
Jimmy Butler,25:38,4,7,.571,0,0,,6,8,.750,1,7,8,9,3,1,2,1,14,+34
Goran Dragić,22:20,4,7,.571,1,2,.500,0,0,,0,3,3,4,0,0,2,2,9,+22
Kelly Olynyk,20:41,6,8,.750,5,7,.714,0,0,,1,6,7,1,0,0,0,3,17,+18
Kendrick Nunn,31:59,11,17,.647,2,6,.333,1,2,.500,3,5,8,1,2,0,4,3,25,+17
Tyler Herro,29:22,6,15,.400,3,7,.429,2,2,1.000,2,2,4,4,1,2,3,2,17,+5
Andre Iguodala,24:27,2,4,.500,2,4,.500,0,0,,1,9,10,3,1,2,0,1,6,-1
Precious Achiuwa,20:19,2,8,.250,0,0,,0,0,,0,1,1,0,1,0,2,3,4,-2
Max Strus,7:51,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,3,-13
KZ Okpala,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,+2
Gabe Vincent,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
