Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,1,240,43,86,.500,16,36,.444,20,23,.870,9,39,48,27,9,7,16,20,122
WAS,0,240,33,89,.371,8,33,.242,21,24,.875,12,28,40,19,7,9,17,20,95
