Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luka Dončić,40:01,17,30,.567,5,8,.625,7,9,.778,1,7,8,12,1,1,3,4,46,+13
Maxi Kleber,37:04,2,6,.333,2,5,.400,0,0,,0,6,6,2,1,0,0,4,6,+12
Dorian Finney-Smith,34:52,5,6,.833,4,5,.800,0,0,,1,4,5,0,1,0,0,3,14,+10
Josh Richardson,32:32,3,6,.500,1,3,.333,4,4,1.000,0,2,2,6,0,0,0,2,11,+17
Kristaps Porziņģis,32:19,13,21,.619,8,13,.615,2,4,.500,3,4,7,1,0,1,2,4,36,+8
Jalen Brunson,22:24,4,5,.800,2,2,1.000,3,4,.750,0,6,6,7,0,0,0,1,13,0
Tim Hardaway,21:04,3,8,.375,2,6,.333,0,0,,0,0,0,0,0,0,1,1,8,-3
Willie Cauley-Stein,13:02,3,4,.750,0,1,.000,0,0,,0,3,3,2,0,0,0,3,6,+5
Trey Burke,5:31,1,2,.500,1,2,.500,0,0,,0,0,0,0,1,0,0,0,3,+3
Dwight Powell,1:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
