Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Isaac Okoro,34:02,3,8,.375,1,3,.333,2,2,1.000,2,2,4,0,2,0,0,4,9,-8
Cedi Osman,32:00,6,11,.545,5,8,.625,3,4,.750,1,1,2,2,3,0,2,2,20,+8
Collin Sexton,29:36,6,17,.353,2,4,.500,3,4,.750,0,4,4,6,1,0,4,5,17,-2
Andre Drummond,28:02,11,21,.524,0,0,,3,3,1.000,7,10,17,1,0,0,2,4,25,+4
Taurean Prince,24:57,2,6,.333,1,3,.333,2,2,1.000,1,4,5,4,1,0,1,2,7,+8
Jarrett Allen,28:52,2,3,.667,0,0,,2,2,1.000,3,2,5,0,0,2,2,3,6,-9
Darius Garland,25:38,5,10,.500,0,0,,1,1,1.000,1,1,2,5,0,0,2,2,11,-9
Dylan Windler,17:33,2,2,1.000,0,0,,0,0,,0,2,2,0,1,0,2,1,4,-7
JaVale McGee,13:13,3,6,.500,0,1,.000,2,2,1.000,0,2,2,0,0,1,2,0,8,-12
Damyean Dotson,6:07,0,2,.000,0,2,.000,1,2,.500,0,1,1,1,0,0,0,2,1,-8
