Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jalen McDaniels,31:10,1,8,.125,1,2,.500,0,0,,1,4,5,3,1,0,1,3,3,-6
Terry Rozier,30:07,5,15,.333,1,6,.167,0,0,,0,2,2,8,1,1,2,0,11,-19
Devonte' Graham,28:20,6,14,.429,3,11,.273,1,2,.500,1,3,4,3,0,0,1,3,16,-23
Miles Bridges,26:48,5,13,.385,3,6,.500,0,0,,1,4,5,3,0,1,0,1,13,-17
Vernon Carey,15:00,2,3,.667,0,0,,4,4,1.000,1,3,4,0,0,0,0,0,8,+4
Caleb Martin,25:19,3,7,.429,0,4,.000,1,2,.500,0,3,3,1,1,0,1,2,7,+6
Cody Martin,18:16,1,1,1.000,0,0,,0,0,,0,3,3,2,0,0,0,2,2,-4
Cody Zeller,13:57,3,5,.600,0,0,,2,2,1.000,3,3,6,1,0,0,3,3,8,-5
Brad Wanamaker,13:34,3,4,.750,0,0,,5,5,1.000,0,0,0,5,1,0,2,0,11,-10
P.J. Washington,13:19,1,4,.250,0,1,.000,0,2,.000,0,2,2,2,0,1,2,1,2,-13
Bismack Biyombo,11:16,2,4,.500,0,0,,0,0,,0,4,4,0,0,0,1,2,4,-8
Grant Riller,9:28,3,4,.750,0,1,.000,0,0,,0,0,0,1,1,0,1,0,6,+7
Nick Richards,3:26,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+3
