Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jalen McDaniels,31:10,.188,.188,.250,.000,3.3,14.7,8.8,13.8,1.6,0.0,11.1,13.4,56,112,-10.7
Terry Rozier,30:07,.367,.367,.400,.000,0.0,7.6,3.6,47.2,1.7,3.6,11.8,26.2,81,112,-3.0
Devonte' Graham,28:20,.538,.536,.786,.143,3.7,12.1,7.7,20.5,0.0,0.0,6.3,26.0,100,117,-2.3
Miles Bridges,26:48,.500,.500,.462,.000,3.9,17.1,10.2,20.6,0.0,4.1,0.0,22.5,103,113,2.9
Vernon Carey,15:00,.840,.667,.000,1.333,7.0,22.9,14.5,0.0,0.0,0.0,0.0,14.7,178,114,3.8
Caleb Martin,25:19,.444,.429,.571,.286,0.0,13.5,6.5,6.5,2.0,0.0,11.3,16.3,79,112,-8.1
Cody Martin,18:16,1.000,1.000,.000,.000,0.0,18.8,9.0,16.2,0.0,0.0,0.0,2.5,210,115,-3.8
Cody Zeller,13:57,.680,.600,.000,.400,22.4,24.6,23.5,13.9,0.0,0.0,33.8,29.5,99,113,-7.7
Brad Wanamaker,13:34,.887,.750,.000,1.250,0.0,0.0,0.0,72.5,3.7,0.0,24.4,28.0,145,112,16.5
P.J. Washington,13:19,.205,.250,.250,.500,0.0,17.2,8.2,23.0,0.0,8.2,29.1,24.0,41,111,-14.7
Bismack Biyombo,11:16,.500,.500,.000,.000,0.0,40.6,19.4,0.0,0.0,0.0,20.0,20.6,69,109,-12.2
Grant Riller,9:28,.750,.750,.250,.000,0.0,0.0,0.0,25.6,5.3,0.0,20.0,24.5,106,108,6.0
Nick Richards,3:26,,,,,0.0,0.0,0.0,39.9,0.0,0.0,,0.0,223,120,-2.1
