Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
LAL,0,240,36,88,.409,12,28,.429,8,12,.667,12,32,44,25,2,3,11,16,92
DET,1,240,40,87,.460,14,36,.389,13,13,1.000,5,33,38,27,4,2,8,18,107
