Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,35:16,14,22,.636,4,6,.667,5,7,.714,1,4,5,5,3,0,5,3,37,+1
Garrett Temple,34:29,4,6,.667,1,2,.500,0,0,,0,3,3,0,0,2,1,2,9,+13
Patrick Williams,29:29,5,7,.714,1,2,.500,4,5,.800,1,4,5,2,1,1,0,3,15,-10
Wendell Carter,26:44,7,9,.778,0,0,,4,6,.667,1,2,3,0,1,2,0,0,18,-2
Coby White,24:16,3,10,.300,1,6,.167,1,2,.500,0,6,6,4,0,0,3,2,8,-2
Tomáš Satoranský,26:51,2,7,.286,0,1,.000,0,0,,1,2,3,5,0,0,1,3,4,+7
Denzel Valentine,25:50,1,11,.091,1,8,.125,0,0,,0,8,8,3,0,0,0,1,3,+9
Thaddeus Young,23:57,4,10,.400,0,1,.000,1,4,.250,4,6,10,7,2,1,3,6,9,+3
Ryan Arcidiacono,7:22,1,2,.500,0,1,.000,0,0,,0,2,2,2,0,0,0,0,2,0
Luke Kornet,5:44,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,1,0,0,0,-4
