Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Collin Sexton,38:28,11,21,.524,1,1,1.000,4,4,1.000,0,1,1,5,1,0,1,1,27,-22
Darius Garland,34:41,11,18,.611,1,1,1.000,0,0,,2,2,4,2,0,0,2,0,23,-25
Taurean Prince,28:14,3,8,.375,1,3,.333,0,0,,1,1,2,4,1,0,0,3,7,-30
Isaac Okoro,27:35,1,5,.200,0,1,.000,0,0,,0,2,2,0,2,0,0,2,2,-24
Andre Drummond,22:15,4,13,.308,0,0,,5,7,.714,2,3,5,2,0,0,3,3,13,-33
Jarrett Allen,25:45,3,8,.375,0,0,,1,1,1.000,3,6,9,5,1,2,0,2,7,+11
Lamar Stevens,21:04,3,5,.600,0,0,,1,2,.500,1,4,5,0,1,2,1,1,7,-2
Dylan Windler,19:46,1,3,.333,0,2,.000,2,3,.667,0,5,5,2,1,2,1,1,4,+8
Cedi Osman,18:16,4,9,.444,1,2,.500,0,0,,2,2,4,1,1,0,0,1,9,+7
Dean Wade,3:56,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
