Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Khris Middleton,31:02,9,15,.600,5,6,.833,0,0,,1,4,5,7,0,0,2,3,23,+17
Jrue Holiday,30:04,4,11,.364,0,3,.000,2,2,1.000,2,3,5,6,0,0,1,2,10,+10
Giannis Antetokounmpo,28:28,8,15,.533,1,5,.200,8,14,.571,2,6,8,4,0,1,5,4,25,+24
Brook Lopez,27:48,6,9,.667,4,7,.571,1,1,1.000,1,3,4,5,0,2,0,1,17,+13
Donte DiVincenzo,22:17,2,8,.250,0,3,.000,0,0,,1,3,4,1,0,0,2,2,4,+10
Bobby Portis,27:55,7,11,.636,2,5,.400,0,0,,1,9,10,4,2,0,1,3,16,-1
Bryn Forbes,22:21,3,7,.429,2,6,.333,0,2,.000,0,1,1,1,1,0,2,2,8,+5
D.J. Augustin,22:20,2,4,.500,2,4,.500,2,2,1.000,0,4,4,6,1,0,1,2,8,+12
Jordan Nwora,14:43,4,5,.800,3,3,1.000,0,0,,1,3,4,0,1,1,0,2,11,-5
Thanasis Antetokounmpo,12:05,4,4,1.000,0,0,,0,0,,0,2,2,1,0,0,0,1,8,-8
Jaylen Adams,0:57,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2
