Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,33:16,3,12,.250,0,3,.000,2,2,1.000,0,3,3,7,1,0,2,2,8,-19
Kyle Kuzma,33:08,2,10,.200,0,4,.000,2,5,.400,2,5,7,1,0,2,4,1,6,-25
Kentavious Caldwell-Pope,33:07,3,9,.333,2,6,.333,0,0,,1,2,3,1,3,0,3,2,8,-20
Markieff Morris,28:05,4,10,.400,0,3,.000,1,1,1.000,0,5,5,1,0,1,0,1,9,-14
Marc Gasol,17:42,4,7,.571,3,3,1.000,0,0,,0,3,3,2,1,1,4,2,11,-17
Montrezl Harrell,26:57,7,12,.583,0,0,,5,6,.833,1,5,6,2,0,2,1,0,19,-4
Alex Caruso,26:23,2,6,.333,2,3,.667,2,2,1.000,0,1,1,2,1,1,2,0,8,+7
Talen Horton-Tucker,25:58,7,14,.500,0,1,.000,2,2,1.000,2,3,5,0,2,0,0,3,16,-3
Alfonzo McKinnie,8:42,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
Devontae Cacok,3:21,0,0,,0,0,,1,2,.500,1,0,1,0,1,0,0,0,1,+3
Kostas Antetokounmpo,3:21,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,0,0,+3
