Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Giannis Antetokounmpo,35:26,.589,.567,.133,1.200,8.5,41.2,27.8,23.8,2.7,2.1,11.6,32.8,121,111,4.5
Jrue Holiday,34:30,.466,.458,.417,.167,0.0,12.1,7.1,40.2,1.4,2.2,13.4,19.3,120,119,-1.1
Khris Middleton,33:30,.750,.750,.438,.000,0.0,3.1,1.8,23.4,1.4,0.0,11.1,24.1,134,123,4.4
Donte DiVincenzo,25:51,.300,.300,1.000,.000,5.8,16.1,11.9,25.8,0.0,0.0,37.5,13.9,89,124,-7.4
Brook Lopez,23:11,.800,.800,.700,.000,0.0,18.0,10.6,6.4,0.0,6.5,9.1,21.3,131,117,6.6
Pat Connaughton,22:50,.833,.833,.667,.000,6.6,18.3,13.5,5.7,0.0,3.3,14.3,13.7,138,120,2.1
P.J. Tucker,22:50,.000,.000,.500,.000,6.6,4.6,5.4,4.7,2.1,0.0,0.0,3.9,75,120,-7.5
Bobby Portis,22:35,1.045,1.045,.455,.000,6.6,18.5,13.6,8.2,2.1,10.0,8.3,23.8,169,108,22.0
Bryn Forbes,15:59,.846,.750,1.000,.750,0.0,19.6,11.6,0.0,0.0,0.0,15.8,17.7,135,123,-0.1
Thanasis Antetokounmpo,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.7,0,126,-49.5
Jordan Nwora,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.7,0,123,-66.0
Sam Merrill,1:06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-8.3
