Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Donovan Mitchell,30:06,.805,.767,.467,.267,8.4,3.2,5.4,23.1,0.0,0.0,5.6,26.9,164,104,11.3
Royce O'Neale,29:34,.500,.500,.800,.000,4.3,6.5,5.5,16.8,1.7,0.0,16.7,9.3,126,99,-0.9
Bojan Bogdanović,27:49,.850,.800,.600,.400,0.0,6.9,3.9,16.4,0.0,0.0,14.5,22.6,150,103,7.4
Mike Conley,27:00,.551,.550,.600,.200,9.4,14.2,12.1,25.5,3.8,0.0,8.4,20.1,133,91,3.9
Rudy Gobert,25:21,.254,.286,.000,.286,10.0,30.3,21.5,0.0,2.0,3.2,20.2,17.8,56,87,-14.9
Jordan Clarkson,28:08,.750,.750,.643,.000,4.5,23.9,15.5,24.1,3.7,0.0,22.2,29.2,121,88,9.0
Miye Oni,17:54,.750,.750,1.000,.000,0.0,16.1,9.1,14.6,0.0,13.6,0.0,10.2,169,89,9.9
Derrick Favors,17:00,.500,.500,.000,.000,7.4,16.9,12.8,7.2,3.0,14.4,0.0,5.4,148,82,5.2
Georges Niang,15:18,.636,.636,.364,.000,0.0,31.4,17.8,0.0,0.0,0.0,15.4,38.7,97,93,-4.9
Jarrell Brantley,5:39,.000,.000,1.000,.000,22.4,0.0,9.7,0.0,0.0,14.4,0.0,8.1,75,94,-12.3
Udoka Azubuike,5:39,,,,,0.0,34.0,19.3,0.0,0.0,0.0,,0.0,0,92,-3.9
Shaquille Harrison,5:39,.000,.000,.000,.000,0.0,0.0,0.0,60.7,9.1,0.0,66.7,24.2,65,85,-8.2
Elijah Hughes,4:53,.750,.750,1.000,.000,0.0,19.7,11.2,0.0,0.0,0.0,20.0,46.7,98,98,5.2
