Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,35:29,12,24,.500,5,8,.625,0,0,,2,13,15,8,0,0,2,1,29,+10
Dwayne Bacon,30:50,2,9,.222,0,2,.000,3,4,.750,0,1,1,1,0,0,0,3,7,-8
Michael Carter-Williams,29:19,8,13,.615,1,2,.500,1,2,.500,2,6,8,6,1,0,2,3,18,-7
Evan Fournier,27:18,8,13,.615,5,8,.625,5,7,.714,0,5,5,2,0,0,2,3,26,-1
Al-Farouq Aminu,22:40,3,6,.500,1,2,.500,0,0,,0,2,2,2,0,0,0,2,7,-13
Terrence Ross,36:23,7,17,.412,3,10,.300,1,1,1.000,0,4,4,1,2,1,0,1,18,-7
Chuma Okeke,22:42,2,3,.667,2,3,.667,0,0,,0,3,3,2,0,0,2,0,6,+9
Chasson Randle,18:41,3,5,.600,1,3,.333,0,0,,0,1,1,3,1,0,0,1,7,+1
Khem Birch,12:31,0,2,.000,0,0,,0,0,,2,0,2,0,1,0,0,2,0,-16
Gary Clark,4:07,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,1,6,+2
