Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,0,240,42,83,.506,7,20,.350,16,19,.842,7,36,43,25,11,2,22,21,107
ORL,1,240,42,88,.477,10,28,.357,19,30,.633,11,30,41,23,15,3,17,19,113
