Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jimmy Butler,35:42,7,15,.467,0,0,,5,5,1.000,1,2,3,7,7,0,6,1,19,-5
Bam Adebayo,34:41,11,16,.688,0,0,,3,4,.750,3,8,11,4,0,1,7,4,25,-12
Tyler Herro,32:06,6,14,.429,1,5,.200,0,0,,0,6,6,4,0,0,4,3,13,-7
Duncan Robinson,30:20,4,8,.500,3,6,.500,3,3,1.000,0,5,5,1,0,0,1,2,14,-5
Maurice Harkless,22:43,1,4,.250,1,2,.500,0,0,,0,2,2,1,0,0,0,0,3,-4
Goran Dragić,25:58,8,13,.615,1,4,.250,3,3,1.000,0,4,4,7,1,0,1,4,20,+7
Kelly Olynyk,19:59,2,6,.333,1,3,.333,0,0,,0,3,3,1,2,0,0,2,5,-3
Andre Iguodala,16:50,0,2,.000,0,0,,0,0,,2,2,4,0,1,1,3,3,0,-3
Precious Achiuwa,13:39,3,4,.750,0,0,,2,4,.500,1,2,3,0,0,0,0,2,8,+6
Kendrick Nunn,8:02,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-4
