Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
PHI,240,.585,.519,.475,.375,28.6,84.0,58.7,72.7,5.1,14.3,16.2,100.0,111.9,104.7
TOR,240,.517,.489,.398,.140,16.0,71.4,41.3,72.5,12.3,26.2,9.2,100.0,104.7,111.9
