Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,35:28,7,15,.467,0,2,.000,3,4,.750,1,8,9,9,0,0,5,5,17,-5
RJ Barrett,34:22,11,15,.733,3,3,1.000,1,2,.500,0,8,8,5,0,0,1,3,26,-10
Reggie Bullock,25:38,4,10,.400,3,8,.375,0,0,,0,1,1,2,1,0,0,3,11,-16
Elfrid Payton,22:10,3,7,.429,1,1,1.000,0,0,,1,1,2,3,1,0,5,3,7,-15
Mitchell Robinson,21:10,1,2,.500,0,0,,1,2,.500,2,4,6,0,0,3,0,3,3,-17
Alec Burks,31:40,6,12,.500,2,4,.500,8,9,.889,0,4,4,3,1,1,1,3,22,+4
Obi Toppin,23:33,3,12,.250,3,7,.429,0,0,,0,3,3,1,0,2,0,0,9,-4
Kevin Knox,18:29,2,5,.400,0,1,.000,0,1,.000,0,3,3,0,2,1,2,3,4,-6
Immanuel Quickley,12:26,1,3,.333,0,1,.000,3,3,1.000,0,1,1,1,1,0,0,0,5,+5
Nerlens Noel,9:22,1,2,.500,0,0,,0,0,,1,2,3,1,1,1,2,3,2,0
Frank Ntilikina,4:47,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,0,1,1,-5
Theo Pinson,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
