Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Bojan Bogdanović,33:12,.519,.500,.786,.071,3.1,13.6,8.8,8.1,0.0,0.0,17.2,22.2,96,105,-5.4
Donovan Mitchell,30:47,.563,.500,.625,.250,0.0,8.8,4.7,23.2,1.6,0.0,10.1,27.2,118,102,1.6
Mike Conley,29:35,.551,.533,.467,.200,0.0,9.2,4.9,9.8,0.0,0.0,10.9,26.2,105,106,-4.7
Rudy Gobert,28:08,.791,.800,.000,.600,14.8,41.8,29.3,11.6,1.7,0.0,13.7,22.0,147,96,9.9
Royce O'Neale,28:05,.000,.000,.800,.000,11.1,12.9,12.1,0.0,0.0,2.9,0.0,7.5,49,102,-11.7
Joe Ingles,26:43,.670,.650,.800,.100,0.0,16.9,9.1,37.0,1.8,3.0,8.7,18.1,146,97,13.9
Jordan Clarkson,22:09,.625,.625,.500,.000,4.7,24.5,15.3,7.2,0.0,3.7,7.7,24.9,120,99,5.9
Derrick Favors,16:17,1.000,1.000,.000,.000,12.8,27.8,20.8,31.3,0.0,0.0,0.0,13.0,213,102,15.1
Georges Niang,8:31,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0,108,-18.0
Miye Oni,3:51,.750,.750,.500,.000,0.0,23.5,12.6,40.8,0.0,0.0,0.0,22.0,169,103,20.1
Udoka Azubuike,3:35,1.000,1.000,.000,.000,29.1,0.0,13.5,0.0,0.0,0.0,0.0,11.8,214,108,7.2
Juwan Morgan,3:09,.000,.000,1.000,.000,0.0,28.8,15.4,0.0,0.0,0.0,0.0,13.4,0,102,-17.4
Elijah Hughes,3:09,.543,.000,.000,4.000,0.0,28.8,15.4,35.4,0.0,0.0,0.0,37.1,138,102,11.0
Shaquille Harrison,2:49,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,-8.2
