Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Bojan Bogdanović,33:12,5,14,.357,4,11,.364,1,1,1.000,1,5,6,2,0,0,3,2,15,+22
Donovan Mitchell,30:47,6,16,.375,4,10,.400,4,4,1.000,0,3,3,5,1,0,2,2,20,+11
Mike Conley,29:35,6,15,.400,4,7,.571,2,3,.667,0,3,3,2,0,0,2,3,18,+14
Rudy Gobert,28:08,8,10,.800,0,0,,4,6,.667,4,13,17,2,1,0,2,2,20,+15
Royce O'Neale,28:05,0,5,.000,0,4,.000,0,0,,3,4,7,0,0,1,0,3,0,+6
Joe Ingles,26:43,5,10,.500,3,8,.375,1,1,1.000,0,5,5,7,1,1,1,0,14,+14
Jordan Clarkson,22:09,6,12,.500,3,6,.500,0,0,,1,6,7,1,0,1,1,0,15,+16
Derrick Favors,16:17,5,5,1.000,0,0,,0,0,,2,5,7,3,0,0,0,3,10,+5
Georges Niang,8:31,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,+4
Miye Oni,3:51,1,2,.500,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,-2
Udoka Azubuike,3:35,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,0
Elijah Hughes,3:09,0,1,.000,0,0,,3,4,.750,0,1,1,1,0,0,0,0,3,-2
Juwan Morgan,3:09,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-2
Shaquille Harrison,2:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
