Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
SAC,1,240,43,74,.581,17,33,.515,25,31,.806,4,29,33,29,7,5,14,20,128
MIN,0,240,46,87,.529,15,34,.441,18,22,.818,9,25,34,30,7,4,10,21,125
