Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,0,240,42,98,.429,19,54,.352,9,9,1.000,7,36,43,35,4,5,14,16,112
MIL,1,240,53,99,.535,20,42,.476,13,18,.722,9,43,52,33,11,5,8,13,139
