Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Trae Young,32:23,7,16,.438,2,5,.400,9,10,.900,3,2,5,7,1,0,5,3,25,+7
Bogdan Bogdanović,31:27,6,16,.375,2,7,.286,0,0,,0,4,4,2,0,0,2,3,14,+8
Kevin Huerter,30:55,6,14,.429,3,8,.375,0,1,.000,0,2,2,2,3,0,0,5,15,+4
Clint Capela,26:58,7,12,.583,0,0,,0,0,,6,13,19,0,0,2,0,3,14,+1
John Collins,25:12,4,9,.444,0,2,.000,3,4,.750,5,10,15,2,0,1,1,1,11,+10
Solomon Hill,29:24,0,3,.000,0,3,.000,0,0,,0,6,6,2,0,0,0,3,0,+14
Lou Williams,23:54,6,14,.429,2,7,.286,8,9,.889,0,3,3,2,0,0,4,1,22,+22
Brandon Goodwin,16:30,3,6,.500,0,1,.000,1,1,1.000,1,4,5,3,0,0,1,1,7,+11
Onyeka Okongwu,15:55,0,2,.000,0,0,,0,0,,3,2,5,0,1,0,0,2,0,+8
Skylar Mays,2:46,0,1,.000,0,0,,4,4,1.000,0,1,1,0,1,0,0,0,4,-3
Nathan Knight,2:46,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
Bruno Fernando,1:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
