Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,37:04,5,20,.250,1,7,.143,3,3,1.000,0,8,8,11,1,1,5,3,14,-18
RJ Barrett,30:47,3,11,.273,2,5,.400,0,0,,0,6,6,0,0,0,0,3,8,-22
Reggie Bullock,22:25,4,10,.400,4,9,.444,1,1,1.000,0,2,2,1,0,0,0,2,13,-8
Nerlens Noel,20:03,2,4,.500,0,0,,0,0,,2,3,5,0,1,0,2,2,4,-20
Elfrid Payton,13:46,3,6,.500,0,2,.000,0,0,,1,3,4,1,0,0,0,0,6,-4
Alec Burks,29:10,6,11,.545,4,6,.667,4,4,1.000,0,2,2,1,2,0,1,2,20,-5
Taj Gibson,27:57,2,3,.667,0,1,.000,0,0,,1,3,4,0,2,2,0,2,4,+7
Derrick Rose,25:24,1,10,.100,0,2,.000,0,0,,3,2,5,4,0,0,0,0,2,+3
Immanuel Quickley,22:28,2,9,.222,1,5,.200,1,1,1.000,1,4,5,0,0,0,2,1,6,-3
Obi Toppin,10:56,4,5,.800,0,1,.000,1,1,1.000,1,1,2,0,1,0,1,2,9,+5
