Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Christian Wood,32:13,8,16,.500,1,2,.500,2,7,.286,3,7,10,3,2,0,2,1,19,-19
Kevin Porter,29:50,4,11,.364,0,5,.000,4,6,.667,1,4,5,8,3,0,4,0,12,-24
Sterling Brown,27:49,3,7,.429,2,3,.667,0,0,,0,4,4,0,0,0,0,1,8,-21
Danuel House,22:21,2,6,.333,1,4,.250,0,0,,0,2,2,0,0,0,1,1,5,-13
Jae'Sean Tate,22:16,4,8,.500,1,1,1.000,0,0,,2,3,5,4,0,0,0,2,9,-18
Avery Bradley,27:37,6,12,.500,2,7,.286,1,2,.500,1,5,6,3,0,0,0,1,15,-5
Kenyon Martin,23:59,3,5,.600,0,0,,0,1,.000,2,1,3,2,0,1,0,1,6,+6
Kelly Olynyk,21:33,3,6,.500,2,3,.667,2,2,1.000,0,3,3,4,0,0,1,3,10,+1
D.J. Augustin,18:40,1,8,.125,0,4,.000,6,6,1.000,0,0,0,1,1,0,3,1,8,-5
Ben McLemore,4:34,2,4,.500,2,4,.500,0,0,,0,0,0,0,0,0,0,0,6,+6
D.J. Wilson,4:34,1,2,.500,1,2,.500,1,2,.500,0,1,1,0,0,0,1,0,4,+6
Anthony Lamb,4:34,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,0,0,+6
