Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Darius Garland,36:45,8,20,.400,4,6,.667,2,2,1.000,1,3,4,9,1,0,3,5,22,+14
Jarrett Allen,34:32,9,12,.750,0,0,,1,2,.500,3,6,9,1,2,3,3,1,19,+12
Larry Nance,34:29,5,11,.455,2,4,.500,2,2,1.000,5,9,14,5,2,1,0,2,14,+6
Isaac Okoro,29:02,5,7,.714,1,2,.500,1,1,1.000,0,3,3,2,2,1,1,0,12,+10
Cedi Osman,21:28,4,14,.286,0,5,.000,0,0,,0,2,2,2,1,0,0,1,8,+11
Dean Wade,24:12,3,6,.500,2,3,.667,2,2,1.000,0,5,5,3,0,1,1,3,10,-2
Damyean Dotson,20:54,1,7,.143,1,4,.250,0,0,,0,2,2,1,0,0,0,2,3,-3
Dylan Windler,11:42,1,4,.250,0,3,.000,0,1,.000,0,2,2,0,0,0,2,1,2,-9
Quinn Cook,11:12,3,5,.600,0,0,,0,0,,0,1,1,3,0,0,0,1,6,-2
Brodric Thomas,10:37,2,5,.400,1,2,.500,0,0,,1,1,2,2,0,1,0,0,5,+7
Lamar Stevens,5:07,1,1,1.000,0,0,,0,0,,2,0,2,0,0,0,0,0,2,+1
