Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Christian Wood,27:02,11,13,.846,3,4,.750,2,2,1.000,0,9,9,0,1,1,1,1,27,+23
John Wall,26:05,5,12,.417,4,6,.667,1,2,.500,0,2,2,9,1,1,2,4,15,+3
P.J. Tucker,24:53,2,6,.333,0,3,.000,1,2,.500,0,3,3,2,2,0,1,2,5,+4
Victor Oladipo,24:42,7,14,.500,4,8,.500,2,2,1.000,0,6,6,7,0,1,1,0,20,+4
Jae'Sean Tate,23:56,6,8,.750,1,2,.500,0,0,,3,6,9,0,3,0,0,3,13,+15
Danuel House,27:41,2,7,.286,2,5,.400,2,2,1.000,0,4,4,4,1,1,1,1,8,+9
Eric Gordon,22:52,4,9,.444,2,6,.333,4,5,.800,0,0,0,4,0,1,3,0,14,+13
Sterling Brown,18:12,3,7,.429,2,5,.400,0,0,,0,3,3,3,0,0,0,4,8,+11
David Nwaba,15:44,4,11,.364,1,2,.500,0,0,,3,0,3,0,0,0,0,2,9,+18
DeMarcus Cousins,13:50,0,2,.000,0,2,.000,4,5,.800,0,3,3,2,0,0,2,5,4,-3
Ben McLemore,5:01,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,-9
Rodions Kurucs,5:01,0,0,,0,0,,0,0,,1,0,1,0,0,0,2,0,0,-9
Mason Jones,5:01,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,-9
