Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
GSW,240,.632,.592,.434,.474,12.1,69.2,47.1,55.3,7.8,14.0,17.1,100.0,113.6,103.8
DET,240,.506,.451,.380,.315,30.8,87.9,52.9,60.0,7.8,14.0,12.5,100.0,103.8,113.6
