Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Andrew Wiggins,38:04,9,19,.474,5,8,.625,4,4,1.000,1,6,7,3,1,3,2,3,27,+19
Stephen Curry,34:50,9,17,.529,5,9,.556,8,8,1.000,0,5,5,6,2,0,8,5,31,+3
Kelly Oubre,29:01,6,10,.600,1,4,.250,1,3,.333,0,5,5,0,2,2,2,2,14,+8
Juan Toscano-Anderson,23:55,2,2,1.000,1,1,1.000,0,2,.000,0,3,3,4,1,0,3,4,5,+15
James Wiseman,21:44,3,9,.333,0,2,.000,0,0,,1,5,6,1,0,2,2,6,6,+23
Kevon Looney,21:49,0,2,.000,0,1,.000,2,2,1.000,0,5,5,4,1,0,0,1,2,-10
Damion Lee,18:58,3,6,.500,2,5,.400,0,0,,1,2,3,0,1,0,0,0,8,+9
Brad Wanamaker,17:37,2,5,.400,0,2,.000,5,7,.714,0,2,2,2,0,1,0,1,9,+4
Eric Paschall,13:29,3,4,.750,0,0,,4,6,.667,0,2,2,1,0,0,0,3,10,-3
Mychal Mulder,10:59,0,1,.000,0,1,.000,2,4,.500,0,1,1,0,0,0,1,2,2,-14
Jordan Poole,9:34,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,1,2,-4
