Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,0,240,45,84,.536,12,31,.387,21,27,.778,8,31,39,27,9,7,10,17,123
OKC,1,240,45,92,.489,13,30,.433,17,24,.708,17,30,47,23,7,3,15,22,120
