Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
UTA,1,240,45,86,.523,18,45,.400,26,31,.839,7,29,36,18,9,4,11,18,134
PHI,0,240,47,94,.500,8,23,.348,21,24,.875,12,30,42,19,6,4,12,21,123
