Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
IND,1,240,40,96,.417,10,32,.313,25,35,.714,9,30,39,28,10,9,4,21,115
DET,0,240,39,96,.406,10,34,.294,21,26,.808,15,47,62,26,3,7,18,25,109
