Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIN,1,265,48,106,.453,15,48,.313,25,32,.781,13,38,51,35,17,5,16,30,136
NOP,0,265,47,92,.511,14,36,.389,32,46,.696,14,38,52,34,8,5,21,20,140
