Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIL,0,240,51,92,.554,29,51,.569,13,15,.867,10,35,45,32,14,2,17,22,144
MIA,1,240,37,79,.468,11,37,.297,12,18,.667,3,27,30,23,9,6,21,18,97
